curated_smiles,guinea pig_oral_LD50
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,8.808850798687674
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.0651703422541923
CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,3.818702168252581
Nc1ncnc2c1ncn2C1(CO)OC(CO)C(O)C1O,1.4731525440711346
COc1c(Cl)ccc(Cl)c1C(=O)O,1.8673476524065613
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1.9990316289308487
CC(C)(C)c1cc(O)ccc1O,2.323056186683904
O=c1c(Cl)c[nH]c(Cl)c1Cl,3.1836771117968987
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,2.031781998819799
CNC(=O)Oc1cc(C)c(SC)c(C)c1,3.750726258830784
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,3.3546047168771613
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.387762596780322
CCOC(=O)CSP(=O)(OC)OC,3.0279132853685686
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,2.387389826338729
C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,3.3981032727055176
OCC1(CO)CC=CCC1,1.820455028214625
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.4573865481562502
CCCCCOC(=O)CCCC,0.9991638202875645
NNC(=S)NN,4.112122511122519
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.0725310153699747
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.233553544500211
CNC(=O)C(C)SCCSP(=O)(OC)OC,3.528981695980227
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],3.731338180658343
COP(=S)(Cl)Cl,2.999949987452821
CCOP(=S)(Cl)OCC,2.367093511606318
COP(=S)(OC)SCC(=O)N(C)C=O,3.2343029516929827
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,3.704783868569335
OCCOCCOCCOCCOCCOCCO,1.1497316472023895
CCS(=O)CC(C)SP(=O)(OC)OC,3.06332001252232
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,2.994399280975838
N#CC(C#N)=Cc1ccccc1Cl,2.9492449720826754
CS(=O)(=O)C(Cl)=CCl,3.64106738874941
O=C(O)COc1ccc(Cl)cc1Cl,2.563687011982835
C=CCOC(=O)CCC1CCCCC1,2.713114578401215
CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,3.081116335197767
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,3.265388639373507
COc1coc(CSP(=O)(OC)OC)cc1=O,3.669375774468158
O=c1[nH]nc(-c2ccncc2)o1,2.367451769438897
O=S(=O)(Cl)c1ccccc1Cl,1.4599133714933907
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2.8423702267084114
CCOC(=O)CN=C=O,2.207886712585135
Cc1[nH]c(C)c(Cl)c(=O)c1Cl,1.3803130175544112
CSc1ccc(O)cc1C,1.6441120776443234
C1CCC(NC2CCCCC2)CC1,2.7143848515242825
N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,3.433330445703389
O=C(O)CCCCC(=O)O,1.3387002438078952
O=C(O)c1c(Cl)ccc(Cl)c1O,2.060723016115591
ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,2.2610370440794667
CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,2.32572480312051
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.993224157343548
O=C(O)CCl,2.9797828265664554
C=COC(=O)CCCCC(=O)OC=C,1.663674634255454
ClC=CC[N+]12CN3CN(CN(C3)C1)C2,2.4826079034369117
c1ccc2c(c1)Nc1ccccc1[As]2O[As]1c2ccccc2Nc2ccccc21,3.8127093942638295
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.273252511119107
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,3.564429326997983
Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1,2.96770355493849
O=C(OCCF)C(c1ccccc1)c1ccccc1,5.567012915095724
C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21,2.9292501296411757
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.383469600688888
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,3.0005625479674327
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,1.7232728728946192
Clc1ccc(CCc2ccc(Cl)cc2)cc1,1.9228223029929703
CCCCc1c(C)[nH]c(N(C)C)nc1=O,2.62178469886071
CCCC(O)CO,1.301651760734737
CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,5.535181205682362
O=C(O)CS,2.8639786697061207
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,5.396878507516081
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.156397024035488
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,2.517603017946812
Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,4.2790204957445495
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,2.806753066653593
CN(C)c1ccc(O)cc1,2.1236174329314657
O=C(CCl)Oc1cc(Cl)c(Cl)cc1Cl,2.4376395975003704
CN(C(=O)CF)c1cccc2ccccc12,5.637975787181227
CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,2.885020663001344
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,2.700790221374347
O=P(CCCl)(OCCCl)OCCCl,2.189996629190348
COc1ccc(C(=O)Nc2ccc(C=Cc3ccc(NC(=O)c4ccc(OC)cc4OC)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)c(OC)c1,2.2422481556788387
C=C(C)C1CC=C(C)C(=O)C1,2.2925018790582925
CN(CCOP(=O)(O)O)C(=N)N,1.5957849206552746
O=C1C=Cc2cc(Br)ccc2C1=O,2.4206011143595005
CN(C)CCN(Cc1cccs1)c1ccccc1,2.461408477126843
CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC(C)=O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,5.996132374491756
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,5.517452438721931
CC(=O)OC1CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)C(OC(C)=O)CC54O)C3)CC2OC2CC(O)C(O)C(C)O2)OC(C)C1OC(C)=O,5.92020951768294
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1O,4.614362451729988
CC(C)(C)N,3.1651790137735967
CC(C)CCCC(C)NN,3.680585453215028
S=C(S)NCCNC(=S)S,1.946922823206972
CCC(C)C(=O)O,1.611226080156364
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,5.867349145641867
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.5176471185197449
COP(N)(=O)SC,3.672504241300909
CCOP(=O)(CCCl)OCC,2.140967256382793
CC(C)=CC1C(C(=O)O)C1(C)C,1.8279789252895176
COC(=O)Nc1nc2ccccc2[nH]1,1.6634170764874356
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,3.5781401569354943
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.6935691261380907
CCCCCCCCCCCCCCCCCCNC(C)C,2.515871056190012
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,3.076719068244435
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)ncc2n1,2.147678384945495
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.875515587228072
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C,3.148089643163745
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,3.081332903104819
O=S(=O)(O[Hg]c1ccccc1)c1cc2ccccc2cc1Cc1cc2ccccc2cc1S(=O)(=O)O[Hg]c1ccccc1,4.14695285460085
CC(C)=CC1C(C(=O)Cl)C1(C)C,2.7659524666911066
COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.6685610902895416
OCCCC(O)CO,1.6173185479759349
Cc1cc(C)n(CCO)c(=O)n1,1.0704796258245126
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,2.696507826532829
C[N+](O)=NCOC1OC(CO)C(O)C(O)C1O,4.102486874341848
CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,3.911477746064043
O=C(Nc1ccccc1)c1ccccc1I,1.703201338679574
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.295393787384536
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,2.360086152965759
ClCC(Cl)(Cl)C(Cl)Cl,2.5869126625333947
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,2.964615917816284
CCS(=O)(=O)CCSP(=O)(OC)OC,3.3395988312774803
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.94782568444245
C1COCCOCCOCCOCCOCCO1,3.651274727859184
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,3.986381141367018
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,3.993492222217209
OCC(O)CN1CCN(c2ccccc2)CC1,1.959689676697304
CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1,2.59009630842886
O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Cl)n2)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)O)cc2c1,2.4347057399798464
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,2.1544442620348767
O=C1CSc2ncccc2N1,2.195338219404421
Cc1cccc(C)c1C(OCCN(C)C)c1c(C)cccc1C,3.4934148285268143
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,2.1620285517721154
CNC(=O)N(C)c1nc2ccccc2s1,1.947011967216285
CC(=O)Nc1ccc(CC(=O)O)cc1,1.642558941372107
O=C1C(Cl)=C(Cl)C(=O)C1=C(Cl)Cl,2.399490063553551
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,1.6618808987745608
Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.81387442178478
N=C(N)N/N=C(\c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,3.390347572395008
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,2.810911738864696
CC(=O)OC1CC(OC2CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)C(O)CC54O)C3)OC(C)C2OC2CC(O)C(O)C(C)O2)OC(C)C1O,4.313332456066006
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,3.3685043862917228
NCCCCCNCCSP(=O)(O)O,2.4812293705269157
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.348554628782103
O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,3.1289585795685686
CCN1CCCC(Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,3.2090463868758423
CSc1nnc(C(C)(C)C)c(=O)n1N,2.9330700027647025
COc1ccccc1C=C(C(=O)O)c1ccccc1,2.4053207423646032
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.668876783370168
COc1ccccc1OC1CCN(CCCC(=O)c2ccc(F)cc2)C1,3.005410220460401
CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.7943822665935274
COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.5394025133003657
CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.3876792595263185
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.3593183831474644
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,3.4407719178203515
O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,2.6358591799654665
CNC(=O)Oc1cccc2c1OC(C)(C)O2,3.8046806238848783
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3.1783251626092968
CNC(=O)ON=C(SC)C(=O)N(C)C,4.49587325396534
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,3.1978729178427763
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,3.823987775348112
CCOP(=O)(O)CCCl,1.9816374246557689
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.973434909115484
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1.5687366331197503
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,2.505733858945857
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3.1471418778648355
CCOC(=O)N(c1cccc(C(=O)c2ccccc2)c1)S(=O)(=O)C(F)(F)F,2.9650469951740863
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,2.27921202547129
CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,1.7279783697740336
CCOP(=S)(OCC)SCCl,4.2244035577648384
CN(C)CCC(c1ccccc1)c1ccccn1,2.938364357400217
C=CC[N+](C)(C)CC=C,1.5892551370589194
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.836669159209827
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,2.3277611091776427
ClC(Cl)(Cl)CCC(Cl)(Cl)Cl,2.449780286547067
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.086172307878279
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.7650663991987496
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,5.928897459393602
NNc1ccc(N(CCO)CCO)nn1,3.054712861230888
O=C(O)c1cccc(Cc2cccc(C(=O)O)c2O)c1O,2.216738800510542
CC(C)NC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.8146955786183048
CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)cc3Cl)CC2)cc1,1.9610431171656584
CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,3.847164714679375
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,2.484783701256938
CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,5.977310600637991
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(OC6CC(O)C(O)C(C)O6)C(OC6CC(O)C(O)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,4.313332456066006
CC(C)OP(O)(=S)OC(C)C,1.1210649765454066
CCSCc1ccccc1OC(=O)NC,3.2997078066753263
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,5.578134722947836
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,2.6300164248440705
CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.6198624504934336
ClCC(Cl)C(Cl)C(Cl)Cl,2.216258295538528
COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,2.087703794927049
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.3630505359291125
CC(=O)OC1CC(OC2C(C)OC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)CC2OC(C)=O)OC(C)C1O,5.283815141250496
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,3.1153483367450767
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.865420840666317
Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,3.990334323499805
CCOC(=O)C(C)Nc1ccc(Cl)c(Cl)c1,2.272398632455404
Nc1ccccc1,2.367024948287395
CCC1CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)O1,2.59826947854423
CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1OC(=O)CC(C)C)C31CO1,4.980518080593535
CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1,4.872644215487665
O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,2.8432000645843214
CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.0451100831916222
CCSP(=O)(CCl)SCC,2.9896226079552526
Clc1cc2cc(Cl)c(Cl)cc2cc1Cl,4.947685271859718
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,2.117415906395431
O=c1c2ccccc2n(-c2cccc(C(F)(F)F)c2)c(=O)n1CCO,3.039285199854635
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,2.06159208321643
NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,6.345759888842661
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,5.850553322570166
Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.684595472551588
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2.93145918136112
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.4463025598447168
Clc1cc(Cl)c2c(c1Cl)Cc1c(Cl)c(Cl)cc(Cl)c1O2,4.492918996244852
Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,2.9261434351586426
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,6.731687665597431
NC(=S)NNCNNC(N)=S,3.78329823466004
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,5.119835222033056
Nc1cc2c(S(=O)(=O)O)cccc2c(S(=O)(=O)O)c1N,0.8796310074278947
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,8.060599153537337
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(=O)CCl)N3C1O,2.8270697306253707
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2.9683394942746824
c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,3.2230770129453967
COc1ccc2c(oc3ccccc32)c1CN1CCCC1,7.449254637468026
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.5534491220331348
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.4544054131999284
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.3726220698528477
O=c1[nH]c2c(Cl)c(Cl)c(Cl)cc2o1,2.714652244162548
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,7.786715939120752
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,2.4674497823173285
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(OC6CC(O)C(O)C(C)O6)C(OC6CC(O)C(OC(C)=O)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,5.857846408978214
O=S(=O)(O)c1cc(-n2ncc(-c3ccccc3)n2)ccc1C=Cc1ccc(-n2ncc(-c3ccccc3)n2)cc1S(=O)(=O)O,2.0980730583755194
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.9204405794298887
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.9904431972656147
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.233418347459194
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.331113043907918
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.058780251490068
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.598572539074972
Cc1ccc(=O)n(-c2ccccc2)c1,2.359216929255563
CCCC(C)CCOC(=O)c1ccccc1C(=O)OCCC(C)CCC,1.0090916382241046
ClCc1cccc(Oc2ccccc2)c1,2.2429050101157477
O=P(O)(O)CN(CC(O)CN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,2.088742091940052
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.9176782646612867
O=C1C(=C(Cl)Cl)C(=O)C2(Cl)C3C=CC(C3)C12Cl,2.452732676517067
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,3.5907136290601485
CC(OC(=O)c1cccnc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,2.8922755210359017
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.948931071194755
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.271697260091336
CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O,2.6471042161220915
CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,3.031921991495621
CCCCCCCN(CCCCCCC)CC(O)c1cc2ccccc2c2cc(Br)ccc12,1.7097582676469416
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2.2913773900577667
Clc1cc2c(c(Cl)c1Cl)Oc1cc(Cl)c(Cl)c(Cl)c1O2,6.746927632154168
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c(Br)cc(Br)cc2Br)c(C(F)(F)F)c1,4.876145452145453
OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,2.532976460141031
CCNC(=O)NC(=O)C(C#N)=NOC,2.257253652733151
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCN(C)CC3)C1O2,2.417241374575532
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CN3CCN(C)CC3)C1O2,2.6668466189749784
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CN3CCCC3)C1O2,2.6314932331494507
CCN(CC(=O)NC1C(=O)CCC2(C)c3cc(C)ccc3OC12)Cc1ccccc1,2.609088326794623
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN(C)C)C1O2,2.8201068373700067
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCCC3)C1O2,2.7738668624394185
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCCCC3)C1O2,2.966720015616015
CCOC(=O)N1CCN(CCC(=O)NC2C(=O)CCC3(C)c4cc(C)ccc4OC23)CC1,2.646936708743526
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCN(Cc4ccccc4)CC3)C1O2,2.664271445186575
Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN(C)CCN(C)C)C1O2,2.588298604248265
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.4815870735425114
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)cc(Cl)c1O2,5.500808324924229
NCCCNCCSP(=O)(O)O,2.528100480755882
O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1,2.242575256412724
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,3.345470529206565
CCOP(=O)(O)C(N)=O,1.3168450691401887
CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,1.8807929564533103
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,2.137554144625785
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,3.1248342219236647
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,6.49469364751757
COc1ccc(CNc2cc(C(O)CNC(C)(C)C)ccc2O)cc1,2.623318640831752
CCNC1CCCCC1,2.502532949297729
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,2.929313202222416
O=C(NN=C1SCCS1)c1ccccc1,2.793992694514968
CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,2.2151735185606616
CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,4.062004585937454
CC(=O)OCC12CC(OC(C)=O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.928852440788617
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,3.4750342371245986
CC(C(O)c1ccccc1)N(C)CCC#N,2.259872489661514
