curated_smiles,chicken_oral_LD50
COP(=S)(Oc1ccc(SC)cc1)c1ccccc1,3.1908637331287446
C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,1.9130086249011773
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,1.8362510398956504
NCC1CCC(C(=O)O)CC1,1.1964884551565091
COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.3262196771114323
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1.5591953792512454
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,3.535161943993685
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,2.635203192365117
c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,2.517780284098852
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,2.745429157642013
Cc1ccc2nc3sc(=O)sc3nc2c1,2.37855548072026
CCOP(=S)(OCC)SCSc1ccc(Cl)c(Cl)c1,3.421373788301622
COP(=O)(OC=C(Cl)Cl)OCCCl,4.358592957051276
CCCSP(C)(=S)Oc1ccccc1,4.48304462921295
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,2.938502511328531
C=C(OP(=O)(OC)OC)P(=O)(OC)OC,3.772707555497719
FC(F)(F)c1nc2ccc(Cl)c(Cl)c2[nH]1,3.875105542140388
Oc1ccccc1O[Hg]c1ccccc1,3.523028476184045
CCOP(=S)(OCC)OP(=S)(OCC)OCC,4.110353982664002
CCOP(=S)(OC(C)C)ON1C(=O)c2ccccc2C1=O,3.4722872153127504
COP(=S)(OC)SCSc1cc(Cl)ccc1Cl,2.59572258853996
COP(=O)(OC)SCN1C(=O)c2ccccc2C1=O,3.816183640076416
CC1COCC(C)N1C(=O)C[n+]1ccc(-c2cc[n+](CC(=O)N3C(C)COCC3C)cc2)cc1,3.106134366421963
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,2.851813643959593
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.8213982252736425
COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,3.451985474379831
Cc1ccc(N)cc1Cl,4.549006329066383
C=CCNP(=O)(OC=C(Cl)Cl)OCCCl,4.469088248481404
C=CCNP(=O)(OC=C(Cl)Cl)OC1CCCCC1,2.798165677270696
N=C(NN=Cc1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,2.8250494360742717
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,3.91410652001495
CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,3.325631463694503
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,2.119048592901891
CC1=C(O)C(=O)C(C2=C(O)C(=O)C(C)=C(O)C2=O)=C(O)C1=O,4.771146638483913
CCCSP(=O)(OCC)Oc1cnn(-c2ccc(Cl)cc2)c1,3.297198751965841
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,3.734442169217805
