curated_smiles,dog_intravenous_LD50
CC(C)NCC(O)COc1ccc(CC(=O)O)cc1,2.728069571159561
COCCc1ccc(OCC(O)C(=O)O)cc1,2.681702430297233
COCC(O)c1ccc(OCC(O)CNC(C)C)cc1,3.1513208092873644
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,5.382056021647995
CC(C)(C)NCC(O)c1ccccc1Cl,3.704217267558986
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,2.4694040825440746
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,4.166450836330298
O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4.298327895562355
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.998900158769557
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.445237051503668
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,2.074037801228293
Cc1cc(=O)n(CCOc2ccc3ccccc3c2)[nH]1,3.428646570937039
NCCCNCCSP(=O)(O)O,2.8931236432274696
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,1.9358128102733665
CN1CCN(C2=NS(=O)(=O)c3cc(Cl)ccc3N2)CC1,2.8959719731731592
CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,1.3464021581705417
CCC(COCCOc1c(I)cc(I)c(NC(C)=O)c1I)C(=O)O,2.893531454885911
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,3.745499395540472
CCS(=O)(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.123484759645714
CN1CCCCC1CN1c2ccccc2Sc2ccccc21,4.378070694006442
COc1ccc(CNc2cc(C(O)CNC(C)(C)C)ccc2O)cc1,5.060011238495806
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,3.4629412748393844
CNc1cccc(NC(=O)C(=O)O)c1C#N,2.5415000003587496
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,2.2620197453708077
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.288271588254821
C=CC1C[N+]2(CCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.404095455259015
C=CC1C[N+]2(CCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.603816470078409
C=CC1C[N+]2(CC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.437782507711608
C=CC1C[N+]2(CCCCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.294290251222843
C=CC1C[N+]2(CCC(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.296190057949495
C=CC1C[N+]2(C(C)C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.596789757392561
C=CC1C[N+]2(C)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.318599723110863
C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,4.863112472335631
CNC(=O)c1c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c(I)c(NC(=O)C(O)C(O)C(O)C(O)CO)c1I,1.597813053449204
CCC1CCC(C)C12C(=O)NC(=S)NC2=O,3.466990519906185
CC1CC(C)C2(C(=O)NC(=S)NC2=O)C1C,3.466990519906185
CCC1CCC(CC)C12C(=O)NC(=S)NC2=O,3.814375672196885
CCC1CC(C)C(C)C12C(=O)NC(=S)NC2=O,3.6060997297698014
OCC[S+](CCO)CCSCCCl,4.61246066376847
CCC=CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.4850057469062103
O=C(CCl)NCC(O)CNC(=O)CCl,5.155318172248501
O=C(CI)NCC(O)CNC(=O)CI,5.167003445362263
O=C(O)c1ccc(NS(=O)(=O)Cc2ccccc2)cc1,2.2357252692619665
CNC(C)Cc1ccc2c(c1)OCO2,4.139982477541327
O=C(CI)NCCCCCNC(=O)CI,5.437400727723909
Clc1ccc2c(n1)C(c1ccccc1Cl)=NCc1nncn1-2,3.6211210412435233
CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.8502356359231205
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,2.4823723319595787
Cc1cc2c(OCC(O)CNC(C)CCn3cnc4c3c(=O)n(C)c(=O)n4C)cccc2[nH]1,4.077779911776866
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,6.0738287729348
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.358098318407474
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,4.316683094199447
CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.496369086069167
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,2.8982443462401197
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,4.322959563404896
CCN(CC)C(=S)SC(=O)N(C)C,6.042108680519499
COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.9819936784478585
O=C(OC1CN2CCCC1C2)C(c1ccccc1)c1ccccc1,4.02995164203684
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,3.487080842973003
COc1ccc(-c2c(-c3ccc(CCN(C)C)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,4.407079732784635
CCN(CC)CCc1ccc(-c2cn3ccc4cc(OC)c(OC)cc4c3c2-c2ccc(OC)c(OC)c2)cc1,4.652156055112161
COc1ccc(-c2c(-c3ccc(CCN4CCCCC4)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,4.485641782754631
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,7.342273284148135
C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,4.366938306153711
COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,3.277572801137575
COc1ccc(-c2c(-c3ccc(CCCN(C)C)cc3)cn3ccc4cc(OC)c(OC)cc4c23)cc1OC,4.321938774004876
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,1.5760203243329247
COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,3.458402133106756
CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,4.790179569070148
COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.7216144379192855
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CSC12)c1csc(N)n1,2.2668523458613183
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,5.131339522813799
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,5.000423935164548
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,3.677178161030005
CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O,1.8946358493377995
CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,3.645379034262233
O=S1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,4.479935033944336
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,2.1513870898944227
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,1.7060343936599087
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,3.19506899646859
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,3.965229637543253
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,3.2894284033494547
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,4.212652290603046
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,3.795697753804289
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CSC12)c1csc(N)n1,2.312691771047631
Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,3.2308472676895352
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,3.712857661090974
CCOC(=O)C(CCSC)CC(=O)C(Cc1cccc(N(CCCl)CCCl)c1)NC(=O)C(N)Cc1ccc(F)cc1,5.233734565518095
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,2.067950462318908
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,3.486112966522751
Cc1ccc(C)n1Nc1ccc(N2CCOCC2)nn1,2.9973704962529557
NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,2.668767853282393
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,4.29132444179242
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,4.166347954253146
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,3.3407948257797315
CCCCN(CCCC)CCOc1ccnc(N)n1,3.881448243197789
CCN(CC)CCOc1ccnc(N)n1,3.1053160894427783
CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,3.5504550241563644
CN(C)CCOc1ccnc(N)n1,2.607400211673216
CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccc(F)cc2)CC1,4.46732151426686
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,4.464086642984505
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,5.509412223828862
Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,3.398393175599147
CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1,3.4053847840592346
O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,2.0868436925849005
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,2.376152491429581
CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,3.0667208977630467
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,5.803578606312647
C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(OC(=O)CCN(C)C)C1C(C)(C)CCC(O)C12C,5.503143524382379
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)CCCOc1ccc(C(=N)N)cc1)C(=O)O,3.639949423491063
NCC1CCC(C(=O)O)CC1,2.151165476369852
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,3.751783662046847
CN(C)CCC=C1c2ccccc2COc2ccccc21,4.014836212312054
COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,5.398489241157103
CCN1CC2CCC(OC)C34C2CC(C13)C1(O)CC(OC)C2(O)CC4C1C2OC(=O)c1ccccc1,4.696908299690354
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,5.1875634901566805
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.4142492230836226
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,5.558042221371191
CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,4.043304630282118
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.625075685650483
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,3.536366010574731
CC(=O)Nc1nnc(S(N)(=O)=O)s1,2.045813728054782
OC(CNc1ncccn1)c1ccccc1,3.236045252718448
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.736601869247306
C=[N+](O)C1Cc2ccc(OC)c3c2C2(C)C1C=CC(O)C2O3,2.5957146089929792
COc1ccc(CC(C)N)cc1,4.37300663310369
CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,4.2311197144770025
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1.9827629288103432
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1.9758980226233385
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,4.568027580108375
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.0240369416939683
CC(=O)OCC(CO)OC(C)=O,1.7688057691887058
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,2.3151293616811826
O=CC(O)C1OC(=O)C(O)C1O,2.2726906866797307
N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,4.073147091110399
CCN1CC2(COC)C(O)CC(OC)C34C1C(C(OC)C23)C1(OC(C)=O)C(O)C(OC)C2(O)CC4(O)C1C2OC(=O)c1ccccc1,7.218630677224021
COCCc1ccc(OCC(O)CNC(C)C)cc1,3.648959801347865
CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O,2.699398296968526
CN/C(=N\C#N)NCCSCc1[nH]cnc1C,3.088130925668293
CC(C)NCC(O)COc1ccc(CCO)cc1,3.2276159356941148
NC(=O)CN1CC(O)CC1=O,1.5001184141357418
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,3.843741171526762
CCCCCc1cc[n+](C(c2ccccc2)c2ccccc2)cc1,4.023208547703146
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,5.019579429387986
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,1.6133877415580191
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,3.221693765694437
CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5C(C)O)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C,4.066475759067516
Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,4.17992184333981
Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1,5.928885600606385
CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1.778579543016151
CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,1.7913691942625536
CCC(=CC(=NO)C(N)=O)/C(C)=[N+](\[O-])O,3.253679183440251
COC1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)COC21,1.996926505389253
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,3.667070480849754
