curated_smiles,cat_intravenous_LD50
CC1OC(OC2CCC3(CO)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.788008425865063
CC1(CCNCCNCCC2(C)Oc3ccccc3O2)Oc2ccccc2O1,4.38074925252736
CC1(CCN2CCN(CCO)CC2)Oc2ccccc2O1,3.960796198065647
CC1(CCN2CCN(CCC3(C)Oc4ccccc4O3)CC2)Oc2ccccc2O1,4.312297977043777
CCN(CC)CCSCCC1(C)Oc2ccccc2O1,4.470481054420936
CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.583822858082781
CC12CCC3C(CCC4(O)CC(OC5OC(CO)C(O)C(O)C5O)CCC34C=O)C1(O)CCC2c1ccc(=O)oc1,6.762419710095409
CC12CCC3C(CCC4=CC(OC5OC(CO)C(O)C(O)C5O)CCC43C=O)C1(O)CCC2c1ccc(=O)oc1,6.845594093160024
CCN(CC)CCOC(=O)c1ccc(NCc2c(CO)cnc(C)c2O)cc1,3.6961546883743055
CC(N)C(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1,4.787389621352109
CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,2.778674983136556
COC1CC(C)(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,6.584012377973997
COC1C(O)C(C)OC(OC2CCC3(COC(C)=O)C(CCC4C3CCC3(C)C(c5ccc(=O)oc5)CCC43O)C2)C1O,5.64484597397185
COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(c5ccc(=O)oc5)C(OC(C)=O)CC43O)C2)C1O,6.712312908681365
COC1C(O)C(C)OC(OC2CCC3(C=O)C4C(O)CC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C1O,6.927723697720154
CC(=O)OC1CCC2(CO)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.776802092017758
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CCOC5)C(O)CC43O)C2)OC(C)C1O,5.891167298281095
COC1C(O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3C(O)CC2(C)C(C3=CC(=O)OC3)CCC24O)C1O,5.751796253210618
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3C(=O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,5.961162338863791
COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43OC(C)=O)C2)OC(C)C1OC(C)=O,6.02067302664932
CC12CCC3C(CCC4CC(O)C(O)CC43C=O)C1=CCC2C1=CC(=O)OC1,5.177202890797077
CC1OC(OC2CCC3(CO)C4CC(O)C5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,5.976701430321075
CC12CCC(O)CC1C(O)CC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,4.000578673612468
COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,6.229979364659156
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,3.2001958579393883
SCCCCCCS,3.25791556103684
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.442319204658928
CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,6.229259585875505
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(C(C)=O)CC65O)C4)OC3C)OC2C)OC(C)C1O,6.530979958274207
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.734584373942991
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.625075685650483
CC1OC(OC2CCC3(CO)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.802939565894042
CCCCOc1c(N)cccc1C(=O)OCCN(CC)CC,4.586055362081623
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.787754391694688
CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(c3ccc(=O)oc3)CCC12O,6.701709345191471
COC1C(O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)C1O,6.375701609355289
CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC3OC(C)(C)OC3C(C)O2)C(C)O1,5.765924886334999
COC1C(O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)C1OC(C)=O,6.224831659517889
CC(=O)OC1C(O)CC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC2CC(O)C(O)C(C)O2)OC1C,5.384422305089679
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O,6.593652949030549
CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,6.74245881851266
CN(C)CC(Cl)c1ccccc1,4.941847304774438
CCN(CC)CC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,6.385667521423204
CC(C)C(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,5.948780986369488
CC(=O)OC12CCC(C3=CC(=O)OC3)C1(C)CC(O)C1C2CCC2(O)CC(OC3OC(C)C(O)C(O)C3O)CCC12C=O,5.225681174913055
CC1OC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.5835728091437735
