curated_smiles,dog_intravenous_LDLo
O=c1n(CC2CO2)c(=O)n(CC2CO2)n1CC1CO1,3.652015752289648
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,4.004741132193522
O=C(O)NN1C(CCCOc2ccc(F)cc2)CC(O)C2CCCCC21,3.6391985823871607
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,2.277714623918046
Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,4.445588636884166
C=C(C=O)CC1CC(O)C2OC3CC4OC5C=CCC6OC7C(C)CC8OC9(C)CC(C)CC%10OC(=O)CC%10OC9CC8OC7CC=CCC6OC5CCCC4OC3CC2O1,7.328919077926687
O=NNc1cnccn1,3.6958422713576993
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)OCCC(C)(C)O)CC(O)CC1O,5.718727911479442
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,3.5663400547330992
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,1.838558677238914
COc1cc(OC)c(C(=O)CCC(=O)O)cc1Cc1ccccc1,3.463277093945827
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,5.017613403025029
O=C(OCc1ccccc1)c1ccc[n+](Cc2ccccc2)c1,4.881340426105244
CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O,5.2864322168443385
NCCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,5.033404757062575
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,2.9007821049336697
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,4.39636675366306
Cc1ncc(COP(=O)(O)O)c(CN(CCN(CC(=O)O)Cc2c(COP(=O)(O)O)cnc(C)c2O)CC(=O)O)c1O,2.58345869650448
CNCc1ccc(CSCCN=C(NCC(O)c2ccc(O)cc2)NS(C)(=O)=O)o1,3.659526395563377
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,3.204608289327036
CC(=O)N(CC(O)CO)c1c(I)c(C(N)=O)c(I)c(C(=O)N(CCO)CC(O)CO)c1I,1.2801915223547513
CS(=O)(=O)OCC(O)C(O)C(O)C(O)COS(C)(=O)=O,3.399040113650882
CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,3.2995508784990197
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,4.073995330886885
O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(S)cc2)C=C1,4.594174314074077
COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,6.498482583051264
CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(CCO)NC(=O)C(CCN)NC=O)CCNC(=O)C(CCO)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,5.134847402827027
CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)O)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,4.646318231400229
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.120867748261667
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,3.713679508280376
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.9572418581160926
CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,5.979160340924652
CCOP(=O)(OCC)N(CC)P(=O)(OCC)OCC,5.02429269628316
C=CC(O)CN1CC1,4.606534907442734
CCC(=O)OC1(c2ccccc2)CCN(C)C1C,3.587110870733682
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,3.732295840206064
CCC1C(c2ccccc2)=CCC(C(=O)O)C1C,4.08695390923399
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,3.384432271844426
c1ccc2c(c1)OCC(CN1CCN(CC3COc4ccccc4O3)CC1)O2,3.883616016362329
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,3.0936728698353626
C=CCOc1cc(Cl)ccc1C(=O)NCCN1CCCCC1,3.810011953342252
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,1.8277536344914316
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,3.99836724457976
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,2.936292517657562
N[Pt]1(N)OC=C(O)O1,4.876735855066009
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,2.282701397799412
O=C(O)C1C2CCC(O2)C1C(=O)O,4.570923364615558
